id,year,jd,photo_sum,empty,raven,crow,magpie,eurjay,sibjay,geagle,wteagle,rlbuzz,goshawk,redfox,arcfox,wolverine,badger,pinemart,mustelids,lb,bird,mammal,age,snow,session,ravenm,crowm,magpiem,eurjaym,sibjaym,geaglem,wteaglem,rlbuzzm,goshawkm,redfoxm,arcfoxm,wolverinem,badgerm,pinemartm,mustelidsm,arcfox.day,redfox.day,wolverine.day,raven.day,crow.day,magpie.day,geagle.day,wteagle.day,badger.day,pinemart.day,eurjay.day,sibjay.day,lb.day,se,bird.day,mammal.day,length,samean,tamean,habitat,hosl,scover,loghosl,altitude,sdepth
1,2014,23,0,136,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,372,9,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,62,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,224,0.109932655,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,82,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,302,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,68,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,264,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,78,0,143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,727,314,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,25,0,124,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,20,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,384,7,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2012,61,0,135,3,2,0,3,0,3,0,0,0,0,0,0,0,0,0,8,11,0,4,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,616,514,4.018472578,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,64,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,278,0.712903747,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,94,0,131,0,4,0,5,0,0,0,0,0,3,0,0,0,1,0,4,9,4,39,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,830,337,0.29462302,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,101,0,133,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,10,2,46,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,876,345,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,79,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,311,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,27,0,97,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,53,53,0,9,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,397,5,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,76,0,139,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,714,324,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,65,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,244,1.603355209,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,28,0,114,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,39,40,0,10,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,403,5,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,95,0,111,0,65,0,1,0,0,0,0,0,1,0,0,0,2,0,65,66,3,40,0,1,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,837,336,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,84,0,132,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,8,4,29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,765,298,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,102,0,134,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,1,47,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,883,341,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,19,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,13,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,29,0,101,0,0,0,3,0,39,0,0,0,3,0,0,0,0,0,39,42,3,11,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,409,4,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,66,0,143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,649,264,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,20,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,12,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,96,0,130,0,8,0,6,0,1,0,0,0,0,0,0,0,0,0,9,15,0,41,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,844,332,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,33,0,132,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,434,4,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,21,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,11,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,31,0,129,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,14,1,13,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,422,4,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,63,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,288,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,35,0,29,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,447,0,0.439544574,1,190,0,5.247024072,#FELT!,#FELT!
1,2014,22,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,10,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,97,0,126,0,8,0,10,0,0,0,0,0,0,0,0,0,1,0,8,18,1,42,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,850,339,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,86,0,138,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,4,31,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,778,338,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,104,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,299,0.74147578,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,83,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,759,299,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,69,0,142,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,14,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,668,262,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2012,60,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,558,2.558394083,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,34,0,128,0,0,0,5,0,8,0,0,0,3,0,0,0,0,0,8,13,3,16,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,441,0,3.890869587,1,190,0,5.247024072,#FELT!,#FELT!
1,2014,24,0,107,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,37,37,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,378,8,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,73,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,330,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,70,0,138,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,2,15,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,675,289,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2012,65,0,87,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,642,482,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,56,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,203,1.396310878,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,26,0,98,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,48,54,0,8,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,390,6,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,90,0,137,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,3,35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,804,332,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,74,0,135,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,4,5,19,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,701,326,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,89,0,129,0,0,0,7,0,0,0,0,0,1,0,0,0,7,0,0,7,8,34,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,798,335,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2012,58,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,607,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,85,0,139,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,1,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,772,310,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,32,0,124,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,428,4,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2014,30,0,129,0,0,0,11,0,3,0,0,0,1,0,0,0,0,0,3,14,1,12,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,415,4,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2012,64,0,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,636,485,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,93,0,131,1,1,0,8,0,0,0,0,0,0,0,0,0,3,0,2,10,3,38,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,824,325,0.879870814,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,60,0,133,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,3,12,0,5,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,610,97,1.264292382,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,71,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,304,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,80,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,307,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,72,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,308,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,75,0,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,707,330,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2012,62,0,119,25,24,0,1,0,1,2,0,0,4,0,0,0,0,0,50,53,4,5,0,1,4,4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,623,488,2.000790191,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,100,0,135,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,5,9,0,45,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,870,348,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,92,0,115,0,5,0,16,0,7,0,0,0,0,0,0,0,3,0,12,28,3,37,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,817,342,0.008094822,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,88,0,139,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,2,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,791,339,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,99,0,128,0,10,0,4,0,0,0,0,0,0,0,0,0,3,0,10,14,3,44,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,863,339,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,87,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,785,343,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,103,0,138,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,2,5,1,48,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,889,315,1.468376917,1,190,1,5.247024072,#FELT!,#FELT!
1,2013,98,0,138,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,4,6,1,43,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,857,341,#FELT!,1,190,1,5.247024072,#FELT!,#FELT!
10,2012,69,0,128,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,2,11,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,668,625,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,67,0,130,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,655,598,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,68,0,131,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,662,600,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,74,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,617,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,62,0,122,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,623,618,1.055953504,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,65,0,130,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,7,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,642,605,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,70,0,124,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,6,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,675,606,1.358853856,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,72,0,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,688,636,0.984328891,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,71,0,139,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,13,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,681,647,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,64,0,124,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,636,609,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,75,0,134,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,707,600,1.110113735,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,73,0,132,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,694,610,1.492853094,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,59,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,720,0.845448553,1,450,1,6.109247583,#FELT!,0.141911393264811
10,2012,78,0,132,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,11,20,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,727,540,#FELT!,1,450,1,6.109247583,#FELT!,#FELT!
10,2012,61,0,110,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,616,635,4.60383639,1,450,1,6.109247583,#FELT!,#FELT!
